Time,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),TLevel,Cum(WTrans),SnowLayer
2.181,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,1.74E-01,3.71E-01,1.74E-01,3.71E-01,-2.27E+00,-1.10E+02,-6.01E+01,-5.55E+01,0.00E+00,0.00E+00,1.48E+02,0.00E+00,1.74E-01,11,0.00E+00,0
2.8703,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,2.30E-01,4.88E-01,2.30E-01,4.88E-01,-2.99E+00,-1.20E+02,-6.17E+01,-5.55E+01,0.00E+00,0.00E+00,1.47E+02,0.00E+00,2.30E-01,12,0.00E+00,0
3.7663,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,3.01E-01,6.40E-01,3.01E-01,6.40E-01,-3.92E+00,-1.35E+02,-6.38E+01,-5.55E+01,0.00E+00,0.00E+00,1.46E+02,0.00E+00,3.01E-01,13,0.00E+00,0
4.0885,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,3.27E-01,6.95E-01,3.27E-01,6.95E-01,-4.25E+00,-1.41E+02,-6.46E+01,-5.55E+01,0.00E+00,0.00E+00,1.45E+02,0.00E+00,3.27E-01,14,0.00E+00,0
4.4106,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,3.53E-01,7.50E-01,3.53E-01,7.50E-01,-4.59E+00,-1.47E+02,-6.54E+01,-5.55E+01,0.00E+00,0.00E+00,1.45E+02,0.00E+00,3.53E-01,15,0.00E+00,0
4.8293,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,3.86E-01,8.21E-01,3.86E-01,8.21E-01,-5.03E+00,-1.56E+02,-6.65E+01,-5.55E+01,0.00E+00,0.00E+00,1.44E+02,0.00E+00,3.86E-01,16,0.00E+00,0
5.3737,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,4.30E-01,9.14E-01,4.30E-01,9.14E-01,-5.59E+00,-1.69E+02,-6.80E+01,-5.55E+01,0.00E+00,0.00E+00,1.44E+02,0.00E+00,4.30E-01,17,0.00E+00,0
6.0814,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,4.87E-01,1.03E+00,4.87E-01,1.03E+00,-6.33E+00,-1.87E+02,-6.98E+01,-5.55E+01,0.00E+00,0.00E+00,1.43E+02,0.00E+00,4.87E-01,18,0.00E+00,0
7.0014,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.03E+00,5.60E-01,1.19E+00,5.60E-01,1.19E+00,-7.28E+00,-2.21E+02,-7.24E+01,-5.56E+01,0.00E+00,0.00E+00,1.42E+02,0.00E+00,5.60E-01,19,0.00E+00,0
7.308,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.03E+00,5.85E-01,1.24E+00,5.85E-01,1.24E+00,-7.59E+00,-2.35E+02,-7.32E+01,-5.56E+01,0.00E+00,0.00E+00,1.41E+02,0.00E+00,5.85E-01,20,0.00E+00,0
7.7067,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.03E+00,6.17E-01,1.31E+00,6.17E-01,1.31E+00,-8.00E+00,-2.54E+02,-7.44E+01,-5.56E+01,0.00E+00,0.00E+00,1.41E+02,0.00E+00,6.17E-01,21,0.00E+00,0
8.2249,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.03E+00,6.58E-01,1.40E+00,6.58E-01,1.40E+00,-8.53E+00,-2.84E+02,-7.60E+01,-5.57E+01,0.00E+00,0.00E+00,1.40E+02,0.00E+00,6.58E-01,22,0.00E+00,0
8.8987,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.02E+00,7.12E-01,1.51E+00,7.12E-01,1.51E+00,-9.22E+00,-3.33E+02,-7.81E+01,-5.58E+01,0.00E+00,0.00E+00,1.39E+02,0.00E+00,7.12E-01,23,0.00E+00,0
9.7745,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.00E+00,7.82E-01,1.66E+00,7.82E-01,1.66E+00,-1.01E+01,-4.39E+02,-8.12E+01,-5.60E+01,0.00E+00,0.00E+00,1.38E+02,0.00E+00,7.82E-01,24,0.00E+00,0
10.7707,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.82E-01,8.62E-01,1.83E+00,8.62E-01,1.83E+00,-1.11E+01,-6.26E+02,-8.55E+01,-5.63E+01,0.00E+00,0.00E+00,1.37E+02,0.00E+00,8.62E-01,25,0.00E+00,0
11.7861,8.00E-02,1.70E-01,8.01E-02,1.70E-01,-9.54E-01,9.43E-01,2.00E+00,9.43E-01,2.00E+00,-1.20E+01,-1.05E+03,-9.19E+01,-5.66E+01,0.00E+00,0.00E+00,1.36E+02,0.00E+00,9.43E-01,26,0.00E+00,0
12.8275,8.00E-02,1.70E-01,8.05E-02,1.69E-01,-9.19E-01,1.03E+00,2.18E+00,1.03E+00,2.18E+00,-1.30E+01,-2.35E+03,-1.06E+02,-5.71E+01,0.00E+00,0.00E+00,1.34E+02,0.00E+00,1.03E+00,27,0.00E+00,0
13.1859,8.00E-02,1.70E-01,8.03E-02,1.69E-01,-9.07E-01,1.05E+00,2.24E+00,1.06E+00,2.24E+00,-1.33E+01,-3.17E+03,-1.14E+02,-5.72E+01,0.00E+00,0.00E+00,1.34E+02,0.00E+00,1.06E+00,28,0.00E+00,0
13.6517,8.00E-02,1.70E-01,8.07E-02,1.68E-01,-8.91E-01,1.09E+00,2.32E+00,1.09E+00,2.32E+00,-1.37E+01,-5.02E+03,-1.32E+02,-5.75E+01,0.00E+00,0.00E+00,1.33E+02,0.00E+00,1.09E+00,29,0.00E+00,0
14.2573,8.00E-02,1.70E-01,8.12E-02,1.67E-01,-8.68E-01,1.14E+00,2.42E+00,1.14E+00,2.42E+00,-1.43E+01,-1.00E+04,-1.76E+02,-5.78E+01,0.00E+00,0.00E+00,1.33E+02,0.00E+00,1.14E+00,30,0.00E+00,0
15.0445,8.00E-02,1.70E-01,8.00E-02,1.67E-01,-8.38E-01,1.20E+00,2.56E+00,1.21E+00,2.55E+00,-1.49E+01,-2.99E+04,-3.48E+02,-5.82E+01,0.00E+00,0.00E+00,1.32E+02,0.00E+00,1.21E+00,31,0.00E+00,0
15.3857,8.00E-02,1.70E-01,8.00E-02,1.67E-01,-8.23E-01,1.23E+00,2.62E+00,1.23E+00,2.61E+00,-1.52E+01,-6.22E+04,-6.21E+02,-5.83E+01,0.00E+00,0.00E+00,1.32E+02,0.00E+00,1.23E+00,32,0.00E+00,0
15.8291,8.00E-02,1.70E-01,5.16E-02,1.67E-01,-8.08E-01,1.27E+00,2.69E+00,1.26E+00,2.68E+00,-1.56E+01,-1.00E+05,-9.42E+02,-5.86E+01,0.00E+00,0.00E+00,1.31E+02,0.00E+00,1.26E+00,33,0.00E+00,0
16.2726,8.00E-02,1.70E-01,4.26E-02,1.67E-01,-7.93E-01,1.30E+00,2.77E+00,1.27E+00,2.76E+00,-1.59E+01,-1.00E+05,-9.44E+02,-5.88E+01,0.00E+00,0.00E+00,1.31E+02,0.00E+00,1.27E+00,34,0.00E+00,0
16.7161,8.00E-02,1.70E-01,3.65E-02,1.67E-01,-7.77E-01,1.34E+00,2.84E+00,1.29E+00,2.83E+00,-1.63E+01,-1.00E+05,-9.46E+02,-5.90E+01,0.00E+00,0.00E+00,1.30E+02,0.00E+00,1.29E+00,35,0.00E+00,0
17.2927,8.00E-02,1.70E-01,3.17E-02,1.67E-01,-7.59E-01,1.38E+00,2.94E+00,1.31E+00,2.93E+00,-1.67E+01,-1.00E+05,-9.48E+02,-5.92E+01,0.00E+00,0.00E+00,1.30E+02,0.00E+00,1.31E+00,36,0.00E+00,0
18.0421,8.00E-02,1.70E-01,2.39E-02,1.67E-01,-7.40E-01,1.44E+00,3.07E+00,1.33E+00,3.05E+00,-1.73E+01,-1.00E+05,-9.50E+02,-5.95E+01,0.00E+00,0.00E+00,1.29E+02,0.00E+00,1.33E+00,37,0.00E+00,0
18.7916,8.00E-02,1.70E-01,1.98E-02,1.67E-01,-7.23E-01,1.50E+00,3.19E+00,1.34E+00,3.18E+00,-1.78E+01,-1.00E+05,-9.52E+02,-5.97E+01,0.00E+00,0.00E+00,1.28E+02,0.00E+00,1.34E+00,38,0.00E+00,0
19.5411,8.00E-02,1.70E-01,1.81E-02,1.67E-01,-7.14E-01,1.56E+00,3.32E+00,1.36E+00,3.30E+00,-1.83E+01,-1.00E+05,-9.54E+02,-5.98E+01,0.00E+00,0.00E+00,1.28E+02,0.00E+00,1.36E+00,39,0.00E+00,0
20.5155,8.00E-02,1.70E-01,1.58E-02,1.67E-01,-7.02E-01,1.64E+00,3.49E+00,1.37E+00,3.47E+00,-1.90E+01,-1.00E+05,-9.57E+02,-6.00E+01,0.00E+00,0.00E+00,1.27E+02,0.00E+00,1.37E+00,40,0.00E+00,0
21.7821,8.00E-02,1.70E-01,1.32E-02,1.67E-01,-6.92E-01,1.74E+00,3.70E+00,1.39E+00,3.68E+00,-1.99E+01,-1.00E+05,-9.61E+02,-6.04E+01,0.00E+00,0.00E+00,1.26E+02,0.00E+00,1.39E+00,41,0.00E+00,0
23.1462,8.00E-02,1.70E-01,9.99E-03,1.67E-01,-6.77E-01,1.85E+00,3.93E+00,1.40E+00,3.91E+00,-2.08E+01,-1.00E+05,-9.65E+02,-6.10E+01,0.00E+00,0.00E+00,1.24E+02,0.00E+00,1.40E+00,42,0.00E+00,0
24.5335,8.00E-02,1.70E-01,6.68E-03,1.67E-01,-6.58E-01,1.96E+00,4.17E+00,1.41E+00,4.14E+00,-2.17E+01,-1.00E+05,-9.68E+02,-6.17E+01,0.00E+00,0.00E+00,1.23E+02,0.00E+00,1.41E+00,43,0.00E+00,0
25.9531,8.00E-02,1.70E-01,5.75E-03,1.67E-01,-6.33E-01,2.08E+00,4.41E+00,1.42E+00,4.37E+00,-2.26E+01,-1.00E+05,-9.73E+02,-6.26E+01,0.00E+00,0.00E+00,1.22E+02,0.00E+00,1.42E+00,44,0.00E+00,0
27.4156,8.00E-02,1.70E-01,4.92E-03,1.67E-01,-6.04E-01,2.19E+00,4.66E+00,1.43E+00,4.62E+00,-2.35E+01,-1.00E+05,-9.77E+02,-6.37E+01,0.00E+00,0.00E+00,1.21E+02,0.00E+00,1.43E+00,45,0.00E+00,0
28.9328,8.00E-02,1.70E-01,3.63E-03,1.67E-01,-5.70E-01,2.31E+00,4.92E+00,1.43E+00,4.87E+00,-2.44E+01,-1.00E+05,-9.82E+02,-6.49E+01,0.00E+00,0.00E+00,1.20E+02,0.00E+00,1.43E+00,46,0.00E+00,0
30.5203,8.00E-02,1.70E-01,2.29E-03,1.67E-01,-5.33E-01,2.44E+00,5.19E+00,1.43E+00,5.14E+00,-2.52E+01,-1.00E+05,-9.87E+02,-6.63E+01,0.00E+00,0.00E+00,1.19E+02,0.00E+00,1.43E+00,47,0.00E+00,0
32.195,8.00E-02,1.70E-01,1.63E-03,1.66E-01,-4.93E-01,2.58E+00,5.47E+00,1.44E+00,5.41E+00,-2.61E+01,-1.00E+05,-9.94E+02,-6.78E+01,0.00E+00,0.00E+00,1.18E+02,0.00E+00,1.44E+00,48,0.00E+00,0
33.9789,8.00E-02,1.70E-01,1.02E-03,1.66E-01,-4.52E-01,2.72E+00,5.78E+00,1.44E+00,5.71E+00,-2.69E+01,-1.00E+05,-1.00E+03,-6.93E+01,0.00E+00,0.00E+00,1.17E+02,0.00E+00,1.44E+00,49,0.00E+00,0
35.8941,8.00E-02,1.70E-01,5.12E-04,1.66E-01,-4.10E-01,2.87E+00,6.10E+00,1.44E+00,6.03E+00,-2.76E+01,-1.00E+05,-1.01E+03,-7.08E+01,0.00E+00,0.00E+00,1.15E+02,0.00E+00,1.44E+00,50,0.00E+00,0
37.9669,8.00E-02,1.70E-01,2.19E-04,1.65E-01,-3.73E-01,3.04E+00,6.45E+00,1.44E+00,6.37E+00,-2.84E+01,-1.00E+05,-1.03E+03,-7.22E+01,0.00E+00,0.00E+00,1.14E+02,0.00E+00,1.44E+00,51,0.00E+00,0
38.7144,8.00E-02,1.70E-01,1.79E-04,1.66E-01,-3.60E-01,3.10E+00,6.58E+00,1.44E+00,6.49E+00,-2.87E+01,-1.00E+05,-1.03E+03,-7.28E+01,0.00E+00,0.00E+00,1.14E+02,0.00E+00,1.44E+00,52,0.00E+00,0
39.6863,8.00E-02,1.70E-01,9.25E-05,1.65E-01,-3.44E-01,3.17E+00,6.75E+00,1.44E+00,6.66E+00,-2.90E+01,-1.00E+05,-1.04E+03,-7.33E+01,0.00E+00,0.00E+00,1.13E+02,0.00E+00,1.44E+00,53,0.00E+00,0
40.9496,8.00E-02,1.70E-01,4.89E-05,1.65E-01,-3.27E-01,3.28E+00,6.96E+00,1.44E+00,6.86E+00,-2.94E+01,-1.00E+05,-1.05E+03,-7.40E+01,0.00E+00,0.00E+00,1.13E+02,0.00E+00,1.44E+00,54,0.00E+00,0
42.592,8.00E-02,1.70E-01,2.41E-05,1.63E-01,-3.10E-01,3.41E+00,7.24E+00,1.44E+00,7.13E+00,-2.99E+01,-1.00E+05,-1.07E+03,-7.47E+01,0.00E+00,0.00E+00,1.12E+02,0.00E+00,1.44E+00,55,0.00E+00,0
44.7271,8.00E-02,1.70E-01,1.35E-05,1.62E-01,-2.90E-01,3.58E+00,7.60E+00,1.44E+00,7.48E+00,-3.06E+01,-1.00E+05,-1.08E+03,-7.54E+01,0.00E+00,0.00E+00,1.11E+02,0.00E+00,1.44E+00,56,0.00E+00,0
47.5027,8.00E-02,1.70E-01,5.30E-06,1.62E-01,-2.79E-01,3.80E+00,8.08E+00,1.44E+00,7.93E+00,-3.13E+01,-1.00E+05,-1.12E+03,-7.61E+01,0.00E+00,0.00E+00,1.10E+02,0.00E+00,1.44E+00,57,0.00E+00,0
50.2784,8.00E-02,1.70E-01,3.24E-06,1.61E-01,-2.70E-01,4.02E+00,8.55E+00,1.44E+00,8.37E+00,-3.21E+01,-1.00E+05,-1.14E+03,-7.71E+01,0.00E+00,0.00E+00,1.09E+02,0.00E+00,1.44E+00,58,0.00E+00,0
53.2082,8.00E-02,1.70E-01,5.10E-06,1.59E-01,-2.59E-01,4.26E+00,9.05E+00,1.44E+00,8.84E+00,-3.28E+01,-1.00E+05,-1.16E+03,-7.84E+01,0.00E+00,0.00E+00,1.07E+02,0.00E+00,1.44E+00,59,0.00E+00,0
56.235,8.00E-02,1.70E-01,3.67E-06,1.57E-01,-2.46E-01,4.50E+00,9.56E+00,1.44E+00,9.31E+00,-3.36E+01,-1.00E+05,-1.22E+03,-7.99E+01,0.00E+00,0.00E+00,1.06E+02,0.00E+00,1.44E+00,60,0.00E+00,0
59.2618,8.00E-02,1.70E-01,3.68E-07,1.56E-01,-2.31E-01,4.74E+00,1.01E+01,1.44E+00,9.79E+00,-3.43E+01,-1.00E+05,-1.24E+03,-8.15E+01,0.00E+00,0.00E+00,1.05E+02,0.00E+00,1.44E+00,61,0.00E+00,0
62.5646,8.00E-02,1.70E-01,1.96E-06,1.53E-01,-2.15E-01,5.01E+00,1.06E+01,1.44E+00,1.03E+01,-3.50E+01,-1.00E+05,-1.31E+03,-8.34E+01,0.00E+00,0.00E+00,1.04E+02,0.00E+00,1.44E+00,62,0.00E+00,0
65.8673,8.00E-02,1.70E-01,2.13E-06,1.52E-01,-1.97E-01,5.27E+00,1.12E+01,1.44E+00,1.08E+01,-3.56E+01,-1.00E+05,-1.36E+03,-8.53E+01,0.00E+00,0.00E+00,1.03E+02,0.00E+00,1.44E+00,63,0.00E+00,0
69.6192,8.00E-02,1.70E-01,3.49E-06,1.48E-01,-1.79E-01,5.57E+00,1.18E+01,1.44E+00,1.14E+01,-3.63E+01,-1.00E+05,-1.44E+03,-8.75E+01,0.00E+00,0.00E+00,1.01E+02,0.00E+00,1.44E+00,64,0.00E+00,0
73.3712,8.00E-02,1.70E-01,3.39E-06,1.45E-01,-1.61E-01,5.87E+00,1.25E+01,1.44E+00,1.19E+01,-3.69E+01,-1.00E+05,-1.49E+03,-8.94E+01,0.00E+00,0.00E+00,1.00E+02,0.00E+00,1.44E+00,65,0.00E+00,0
74.8462,8.00E-02,1.70E-01,1.29E-06,1.47E-01,-1.54E-01,5.99E+00,1.27E+01,1.44E+00,1.21E+01,-3.72E+01,-1.00E+05,-1.53E+03,-9.02E+01,0.00E+00,0.00E+00,9.98E+01,0.00E+00,1.44E+00,66,0.00E+00,0
76.7638,8.00E-02,1.70E-01,8.92E-07,1.44E-01,-1.47E-01,6.14E+00,1.31E+01,1.44E+00,1.24E+01,-3.74E+01,-1.00E+05,-1.61E+03,-9.11E+01,0.00E+00,0.00E+00,9.92E+01,0.00E+00,1.44E+00,67,0.00E+00,0
79.2566,8.00E-02,1.70E-01,4.62E-07,1.40E-01,-1.37E-01,6.34E+00,1.35E+01,1.44E+00,1.27E+01,-3.78E+01,-1.00E+05,-1.68E+03,-9.22E+01,0.00E+00,0.00E+00,9.85E+01,0.00E+00,1.44E+00,68,0.00E+00,0
82.4972,8.00E-02,1.70E-01,3.43E-06,1.36E-01,-1.27E-01,6.60E+00,1.40E+01,1.44E+00,1.32E+01,-3.82E+01,-1.00E+05,-1.77E+03,-9.34E+01,0.00E+00,0.00E+00,9.76E+01,0.00E+00,1.44E+00,69,0.00E+00,0
83.8862,8.00E-02,1.70E-01,1.43E-06,1.37E-01,-1.22E-01,6.71E+00,1.43E+01,1.44E+00,1.34E+01,-3.84E+01,-1.00E+05,-1.82E+03,-9.39E+01,0.00E+00,0.00E+00,9.73E+01,0.00E+00,1.44E+00,70,0.00E+00,0
85.6919,8.00E-02,1.70E-01,9.80E-07,1.34E-01,-1.18E-01,6.86E+00,1.46E+01,1.44E+00,1.36E+01,-3.86E+01,-1.00E+05,-1.89E+03,-9.43E+01,0.00E+00,0.00E+00,9.68E+01,0.00E+00,1.44E+00,71,0.00E+00,0
88.0393,8.00E-02,1.70E-01,5.11E-07,1.30E-01,-1.14E-01,7.04E+00,1.50E+01,1.44E+00,1.39E+01,-3.88E+01,-1.00E+05,-1.97E+03,-9.49E+01,0.00E+00,0.00E+00,9.62E+01,0.00E+00,1.44E+00,72,0.00E+00,0
91.2354,8.00E-02,1.70E-01,2.71E-06,1.25E-01,-1.09E-01,7.30E+00,1.55E+01,1.44E+00,1.43E+01,-3.92E+01,-1.00E+05,-2.06E+03,-9.55E+01,0.00E+00,0.00E+00,9.55E+01,0.00E+00,1.44E+00,73,0.00E+00,0
95.3446,8.00E-02,1.70E-01,2.94E-06,1.19E-01,-1.06E-01,7.63E+00,1.62E+01,1.44E+00,1.48E+01,-3.96E+01,-1.00E+05,-2.20E+03,-9.64E+01,0.00E+00,0.00E+00,9.45E+01,0.00E+00,1.44E+00,74,0.00E+00,0
98.0841,8.00E-02,1.70E-01,3.98E-07,1.19E-01,-1.04E-01,7.85E+00,1.67E+01,1.44E+00,1.51E+01,-3.99E+01,-1.00E+05,-2.25E+03,-9.71E+01,0.00E+00,0.00E+00,9.39E+01,0.00E+00,1.44E+00,75,0.00E+00,0
101.7368,8.00E-02,1.70E-01,2.79E-06,1.12E-01,-1.01E-01,8.14E+00,1.73E+01,1.44E+00,1.55E+01,-4.03E+01,-1.00E+05,-2.41E+03,-9.82E+01,0.00E+00,0.00E+00,9.31E+01,0.00E+00,1.44E+00,76,0.00E+00,0
105.3894,8.00E-02,1.70E-01,2.72E-06,1.08E-01,-9.84E-02,8.43E+00,1.79E+01,1.44E+00,1.59E+01,-4.06E+01,-1.00E+05,-2.52E+03,-9.93E+01,0.00E+00,0.00E+00,9.23E+01,0.00E+00,1.44E+00,77,0.00E+00,0
107.0128,8.00E-02,1.70E-01,1.32E-06,1.10E-01,-9.73E-02,8.56E+00,1.82E+01,1.44E+00,1.61E+01,-4.08E+01,-1.00E+05,-2.58E+03,-9.98E+01,0.00E+00,0.00E+00,9.20E+01,0.00E+00,1.44E+00,78,0.00E+00,0
109.1773,8.00E-02,1.70E-01,7.18E-07,1.05E-01,-9.50E-02,8.73E+00,1.86E+01,1.44E+00,1.63E+01,-4.10E+01,-1.00E+05,-2.71E+03,-1.01E+02,0.00E+00,0.00E+00,9.16E+01,0.00E+00,1.44E+00,79,0.00E+00,0
111.883,8.00E-02,1.70E-01,3.67E-07,1.00E-01,-9.25E-02,8.95E+00,1.90E+01,1.44E+00,1.66E+01,-4.13E+01,-1.00E+05,-2.81E+03,-1.01E+02,0.00E+00,0.00E+00,9.10E+01,0.00E+00,1.44E+00,80,0.00E+00,0
115.9415,8.00E-02,1.70E-01,3.56E-06,9.34E-02,-8.84E-02,9.28E+00,1.97E+01,1.44E+00,1.70E+01,-4.16E+01,-1.00E+05,-2.98E+03,-1.03E+02,0.00E+00,0.00E+00,9.03E+01,0.00E+00,1.44E+00,81,0.00E+00,0
120,8.00E-02,1.70E-01,3.31E-06,8.94E-02,-8.41E-02,9.60E+00,2.04E+01,1.44E+00,1.74E+01,-4.20E+01,-1.00E+05,-3.09E+03,-1.04E+02,0.00E+00,0.00E+00,8.95E+01,0.00E+00,1.44E+00,82,0.00E+00,0
120.05,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.41E-02,9.58E+00,2.04E+01,1.42E+00,1.74E+01,-4.20E+01,-1.28E+03,-2.27E+03,-1.04E+02,0.00E+00,0.00E+00,8.96E+01,2.20E-02,1.44E+00,83,0.00E+00,0
120.085,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.41E-02,9.56E+00,2.04E+01,1.40E+00,1.74E+01,-4.20E+01,-7.60E+02,-2.26E+03,-1.05E+02,0.00E+00,0.00E+00,8.96E+01,3.74E-02,1.44E+00,84,0.00E+00,0
120.1095,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.40E-02,9.55E+00,2.04E+01,1.39E+00,1.74E+01,-4.20E+01,-6.01E+02,-2.25E+03,-1.05E+02,0.00E+00,0.00E+00,8.96E+01,4.82E-02,1.44E+00,85,0.00E+00,0
120.1413,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.40E-02,9.54E+00,2.04E+01,1.38E+00,1.74E+01,-4.20E+01,-4.68E+02,-2.24E+03,-1.05E+02,0.00E+00,0.00E+00,8.96E+01,6.22E-02,1.44E+00,86,0.00E+00,0
120.1732,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.40E-02,9.52E+00,2.04E+01,1.36E+00,1.74E+01,-4.20E+01,-3.89E+02,-2.22E+03,-1.05E+02,0.00E+00,0.00E+00,8.96E+01,7.62E-02,1.44E+00,87,0.00E+00,0
120.2146,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.39E-02,9.51E+00,2.04E+01,1.35E+00,1.74E+01,-4.20E+01,-3.28E+02,-2.19E+03,-1.05E+02,0.00E+00,0.00E+00,8.96E+01,9.44E-02,1.44E+00,88,0.00E+00,0
120.2684,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.39E-02,9.48E+00,2.04E+01,1.32E+00,1.74E+01,-4.20E+01,-2.76E+02,-2.16E+03,-1.05E+02,0.00E+00,0.00E+00,8.96E+01,1.18E-01,1.44E+00,89,0.00E+00,0
120.3223,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.38E-02,9.46E+00,2.04E+01,1.30E+00,1.74E+01,-4.20E+01,-2.39E+02,-2.15E+03,-1.05E+02,0.00E+00,0.00E+00,8.97E+01,1.42E-01,1.44E+00,90,0.00E+00,0
120.3922,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.37E-02,9.43E+00,2.04E+01,1.27E+00,1.74E+01,-4.20E+01,-2.12E+02,-2.14E+03,-1.05E+02,0.00E+00,0.00E+00,8.97E+01,1.73E-01,1.44E+00,91,0.00E+00,0
120.4622,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.37E-02,9.40E+00,2.04E+01,1.24E+00,1.74E+01,-4.20E+01,-1.89E+02,-2.13E+03,-1.05E+02,0.00E+00,0.00E+00,8.97E+01,2.03E-01,1.44E+00,92,0.00E+00,0
120.5532,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-8.36E-02,9.36E+00,2.04E+01,1.20E+00,1.74E+01,-4.20E+01,-1.71E+02,-2.12E+03,-1.05E+02,0.00E+00,0.00E+00,8.97E+01,2.43E-01,1.44E+00,93,0.00E+00,0
