Time,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),TLevel,Cum(WTrans),SnowLayer
4.0884,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,3.27E-01,6.95E-01,3.27E-01,6.95E-01,-4.26E+00,-1.46E+02,-7.34E+01,-5.55E+01,0.00E+00,0.00E+00,1.45E+02,0.00E+00,3.27E-01,14,0.00E+00,0
4.4104,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,3.53E-01,7.50E-01,3.53E-01,7.50E-01,-4.59E+00,-1.54E+02,-7.50E+01,-5.55E+01,0.00E+00,0.00E+00,1.45E+02,0.00E+00,3.53E-01,15,0.00E+00,0
4.8291,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,3.86E-01,8.21E-01,3.86E-01,8.21E-01,-5.03E+00,-1.66E+02,-7.70E+01,-5.55E+01,0.00E+00,0.00E+00,1.44E+02,0.00E+00,3.86E-01,16,0.00E+00,0
5.3734,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,4.30E-01,9.13E-01,4.30E-01,9.13E-01,-5.59E+00,-1.81E+02,-7.96E+01,-5.55E+01,0.00E+00,0.00E+00,1.44E+02,0.00E+00,4.30E-01,17,0.00E+00,0
6.0809,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,4.86E-01,1.03E+00,4.86E-01,1.03E+00,-6.33E+00,-2.06E+02,-8.31E+01,-5.55E+01,0.00E+00,0.00E+00,1.43E+02,0.00E+00,4.86E-01,18,0.00E+00,0
7.0007,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,5.60E-01,1.19E+00,5.60E-01,1.19E+00,-7.28E+00,-2.51E+02,-8.79E+01,-5.55E+01,0.00E+00,0.00E+00,1.42E+02,0.00E+00,5.60E-01,19,0.00E+00,0
7.9679,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.04E+00,6.37E-01,1.35E+00,6.37E-01,1.35E+00,-8.29E+00,-3.24E+02,-9.34E+01,-5.56E+01,0.00E+00,0.00E+00,1.40E+02,0.00E+00,6.37E-01,20,0.00E+00,0
8.2913,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.03E+00,6.63E-01,1.41E+00,6.63E-01,1.41E+00,-8.62E+00,-3.61E+02,-9.54E+01,-5.56E+01,0.00E+00,0.00E+00,1.40E+02,0.00E+00,6.63E-01,21,0.00E+00,0
8.7116,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.03E+00,6.97E-01,1.48E+00,6.97E-01,1.48E+00,-9.05E+00,-4.22E+02,-9.83E+01,-5.56E+01,0.00E+00,0.00E+00,1.39E+02,0.00E+00,6.97E-01,22,0.00E+00,0
9.258,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.03E+00,7.41E-01,1.57E+00,7.41E-01,1.57E+00,-9.62E+00,-5.24E+02,-1.03E+02,-5.57E+01,0.00E+00,0.00E+00,1.39E+02,0.00E+00,7.41E-01,23,0.00E+00,0
9.9684,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-1.02E+00,7.97E-01,1.69E+00,7.97E-01,1.69E+00,-1.03E+01,-7.49E+02,-1.10E+02,-5.58E+01,0.00E+00,0.00E+00,1.38E+02,0.00E+00,7.97E-01,24,0.00E+00,0
10.8918,8.00E-02,1.70E-01,8.04E-02,1.70E-01,-1.00E+00,8.71E-01,1.85E+00,8.72E-01,1.85E+00,-1.13E+01,-1.40E+03,-1.26E+02,-5.60E+01,0.00E+00,0.00E+00,1.37E+02,0.00E+00,8.72E-01,25,0.00E+00,0
11.8903,8.00E-02,1.70E-01,8.33E-02,1.66E-01,-9.77E-01,9.51E-01,2.02E+00,9.55E-01,2.02E+00,-1.22E+01,-3.95E+03,-1.75E+02,-5.63E+01,0.00E+00,0.00E+00,1.35E+02,0.00E+00,9.55E-01,26,0.00E+00,0
12.9107,8.00E-02,1.70E-01,8.19E-02,1.64E-01,-9.45E-01,1.03E+00,2.19E+00,1.04E+00,2.18E+00,-1.32E+01,-1.93E+04,-4.44E+02,-5.67E+01,0.00E+00,0.00E+00,1.34E+02,0.00E+00,1.04E+00,27,0.00E+00,0
13.2605,8.00E-02,1.70E-01,8.00E-02,1.64E-01,-9.34E-01,1.06E+00,2.25E+00,1.07E+00,2.24E+00,-1.35E+01,-3.53E+04,-7.20E+02,-5.69E+01,0.00E+00,0.00E+00,1.34E+02,0.00E+00,1.07E+00,28,0.00E+00,0
13.7153,8.00E-02,1.70E-01,8.00E-02,1.64E-01,-9.19E-01,1.10E+00,2.33E+00,1.10E+00,2.32E+00,-1.40E+01,-9.61E+04,-1.76E+03,-5.71E+01,0.00E+00,0.00E+00,1.33E+02,0.00E+00,1.10E+00,29,0.00E+00,0
14.3065,8.00E-02,1.70E-01,4.39E-02,1.64E-01,-8.97E-01,1.14E+00,2.43E+00,1.13E+00,2.41E+00,-1.45E+01,-1.00E+05,-1.83E+03,-5.74E+01,0.00E+00,0.00E+00,1.33E+02,0.00E+00,1.13E+00,30,0.00E+00,0
14.8976,8.00E-02,1.70E-01,3.31E-02,1.64E-01,-8.74E-01,1.19E+00,2.53E+00,1.15E+00,2.51E+00,-1.50E+01,-1.00E+05,-1.83E+03,-5.77E+01,0.00E+00,0.00E+00,1.32E+02,0.00E+00,1.15E+00,31,0.00E+00,0
15.6662,8.00E-02,1.70E-01,2.30E-02,1.64E-01,-8.44E-01,1.25E+00,2.66E+00,1.17E+00,2.64E+00,-1.56E+01,-1.00E+05,-1.84E+03,-5.81E+01,0.00E+00,0.00E+00,1.31E+02,0.00E+00,1.17E+00,32,0.00E+00,0
16.6653,8.00E-02,1.70E-01,1.48E-02,1.64E-01,-8.06E-01,1.33E+00,2.83E+00,1.18E+00,2.80E+00,-1.65E+01,-1.00E+05,-1.85E+03,-5.86E+01,0.00E+00,0.00E+00,1.30E+02,0.00E+00,1.18E+00,33,0.00E+00,0
17.8674,8.00E-02,1.70E-01,9.77E-03,1.64E-01,-7.69E-01,1.43E+00,3.04E+00,1.19E+00,3.00E+00,-1.74E+01,-1.00E+05,-1.86E+03,-5.91E+01,0.00E+00,0.00E+00,1.29E+02,0.00E+00,1.19E+00,34,0.00E+00,0
19.1182,8.00E-02,1.70E-01,5.51E-03,1.64E-01,-7.41E-01,1.53E+00,3.25E+00,1.20E+00,3.20E+00,-1.83E+01,-1.00E+05,-1.87E+03,-5.95E+01,0.00E+00,0.00E+00,1.28E+02,0.00E+00,1.20E+00,35,0.00E+00,0
20.3689,8.00E-02,1.70E-01,3.54E-03,1.63E-01,-7.14E-01,1.63E+00,3.46E+00,1.20E+00,3.41E+00,-1.92E+01,-1.00E+05,-1.88E+03,-5.98E+01,0.00E+00,0.00E+00,1.27E+02,0.00E+00,1.20E+00,36,0.00E+00,0
21.7001,8.00E-02,1.70E-01,1.67E-03,1.63E-01,-6.99E-01,1.74E+00,3.69E+00,1.21E+00,3.62E+00,-2.01E+01,-1.00E+05,-1.89E+03,-6.02E+01,0.00E+00,0.00E+00,1.26E+02,0.00E+00,1.21E+00,37,0.00E+00,0
23.0541,8.00E-02,1.70E-01,6.99E-04,1.61E-01,-6.85E-01,1.84E+00,3.92E+00,1.21E+00,3.84E+00,-2.11E+01,-1.00E+05,-1.91E+03,-6.07E+01,0.00E+00,0.00E+00,1.24E+02,0.00E+00,1.21E+00,38,0.00E+00,0
24.4301,8.00E-02,1.70E-01,2.72E-04,1.59E-01,-6.68E-01,1.95E+00,4.15E+00,1.21E+00,4.06E+00,-2.20E+01,-1.00E+05,-1.93E+03,-6.13E+01,0.00E+00,0.00E+00,1.23E+02,0.00E+00,1.21E+00,39,0.00E+00,0
25.8322,8.00E-02,1.70E-01,1.26E-04,1.58E-01,-6.48E-01,2.07E+00,4.39E+00,1.21E+00,4.28E+00,-2.29E+01,-1.00E+05,-1.96E+03,-6.21E+01,0.00E+00,0.00E+00,1.22E+02,0.00E+00,1.21E+00,40,0.00E+00,0
27.2684,8.00E-02,1.70E-01,4.99E-05,1.56E-01,-6.22E-01,2.18E+00,4.64E+00,1.21E+00,4.51E+00,-2.38E+01,-1.00E+05,-1.99E+03,-6.30E+01,0.00E+00,0.00E+00,1.21E+02,0.00E+00,1.21E+00,41,0.00E+00,0
28.7511,8.00E-02,1.70E-01,2.29E-05,1.55E-01,-5.93E-01,2.30E+00,4.89E+00,1.21E+00,4.74E+00,-2.47E+01,-1.00E+05,-2.03E+03,-6.41E+01,0.00E+00,0.00E+00,1.20E+02,0.00E+00,1.21E+00,42,0.00E+00,0
30.2892,8.00E-02,1.70E-01,9.09E-06,1.54E-01,-5.60E-01,2.42E+00,5.15E+00,1.21E+00,4.97E+00,-2.55E+01,-1.00E+05,-2.07E+03,-6.53E+01,0.00E+00,0.00E+00,1.19E+02,0.00E+00,1.21E+00,43,0.00E+00,0
31.9001,8.00E-02,1.70E-01,1.32E-06,1.53E-01,-5.24E-01,2.55E+00,5.42E+00,1.21E+00,5.22E+00,-2.64E+01,-1.00E+05,-2.13E+03,-6.66E+01,0.00E+00,0.00E+00,1.18E+02,0.00E+00,1.21E+00,44,0.00E+00,0
33.5981,8.00E-02,1.70E-01,1.11E-06,1.48E-01,-4.85E-01,2.69E+00,5.71E+00,1.21E+00,5.47E+00,-2.72E+01,-1.00E+05,-2.20E+03,-6.81E+01,0.00E+00,0.00E+00,1.17E+02,0.00E+00,1.21E+00,45,0.00E+00,0
35.4059,8.00E-02,1.70E-01,1.05E-06,1.45E-01,-4.45E-01,2.83E+00,6.02E+00,1.21E+00,5.73E+00,-2.80E+01,-1.00E+05,-2.27E+03,-6.96E+01,0.00E+00,0.00E+00,1.16E+02,0.00E+00,1.21E+00,46,0.00E+00,0
37.3459,8.00E-02,1.70E-01,8.75E-07,1.43E-01,-4.06E-01,2.99E+00,6.35E+00,1.21E+00,6.01E+00,-2.88E+01,-1.00E+05,-2.35E+03,-7.10E+01,0.00E+00,0.00E+00,1.15E+02,0.00E+00,1.21E+00,47,0.00E+00,0
39.4365,8.00E-02,1.70E-01,1.30E-06,1.38E-01,-3.70E-01,3.15E+00,6.70E+00,1.21E+00,6.30E+00,-2.95E+01,-1.00E+05,-2.44E+03,-7.24E+01,0.00E+00,0.00E+00,1.13E+02,0.00E+00,1.21E+00,48,0.00E+00,0
41.692,8.00E-02,1.70E-01,1.34E-06,1.35E-01,-3.38E-01,3.34E+00,7.09E+00,1.21E+00,6.60E+00,-3.03E+01,-1.00E+05,-2.54E+03,-7.36E+01,0.00E+00,0.00E+00,1.12E+02,0.00E+00,1.21E+00,49,0.00E+00,0
44.128,8.00E-02,1.70E-01,1.33E-06,1.28E-01,-3.09E-01,3.53E+00,7.50E+00,1.21E+00,6.92E+00,-3.11E+01,-1.00E+05,-2.66E+03,-7.45E+01,0.00E+00,0.00E+00,1.11E+02,0.00E+00,1.21E+00,50,0.00E+00,0
46.564,8.00E-02,1.70E-01,1.36E-06,1.24E-01,-2.94E-01,3.73E+00,7.92E+00,1.21E+00,7.22E+00,-3.18E+01,-1.00E+05,-2.77E+03,-7.54E+01,0.00E+00,0.00E+00,1.10E+02,0.00E+00,1.21E+00,51,0.00E+00,0
49.3011,8.00E-02,1.70E-01,1.94E-06,1.17E-01,-2.81E-01,3.94E+00,8.38E+00,1.21E+00,7.54E+00,-3.25E+01,-1.00E+05,-2.93E+03,-7.60E+01,0.00E+00,0.00E+00,1.09E+02,0.00E+00,1.21E+00,52,0.00E+00,0
52.1409,8.00E-02,1.70E-01,2.17E-06,1.10E-01,-2.71E-01,4.17E+00,8.86E+00,1.21E+00,7.85E+00,-3.33E+01,-1.00E+05,-3.09E+03,-7.69E+01,0.00E+00,0.00E+00,1.08E+02,0.00E+00,1.21E+00,53,0.00E+00,0
55.0578,8.00E-02,1.70E-01,2.27E-06,1.03E-01,-2.62E-01,4.40E+00,9.36E+00,1.21E+00,8.15E+00,-3.41E+01,-1.00E+05,-3.26E+03,-7.81E+01,0.00E+00,0.00E+00,1.07E+02,0.00E+00,1.21E+00,54,0.00E+00,0
58.0551,8.00E-02,1.70E-01,2.44E-06,9.64E-02,-2.50E-01,4.64E+00,9.87E+00,1.21E+00,8.44E+00,-3.48E+01,-1.00E+05,-3.45E+03,-7.94E+01,0.00E+00,0.00E+00,1.06E+02,0.00E+00,1.21E+00,55,0.00E+00,0
61.1607,8.00E-02,1.70E-01,2.84E-06,8.95E-02,-2.37E-01,4.89E+00,1.04E+01,1.21E+00,8.72E+00,-3.56E+01,-1.00E+05,-3.65E+03,-8.09E+01,0.00E+00,0.00E+00,1.05E+02,0.00E+00,1.21E+00,56,0.00E+00,0
64.4004,8.00E-02,1.70E-01,3.67E-06,8.26E-02,-2.22E-01,5.15E+00,1.09E+01,1.21E+00,8.99E+00,-3.63E+01,-1.00E+05,-3.85E+03,-8.25E+01,0.00E+00,0.00E+00,1.04E+02,0.00E+00,1.21E+00,57,0.00E+00,0
67.8073,8.00E-02,1.70E-01,1.93E-06,7.58E-02,-2.07E-01,5.42E+00,1.15E+01,1.21E+00,9.25E+00,-3.70E+01,-1.00E+05,-4.12E+03,-8.43E+01,0.00E+00,0.00E+00,1.03E+02,0.00E+00,1.21E+00,58,0.00E+00,0
71.2143,8.00E-02,1.70E-01,1.83E-06,7.01E-02,-1.91E-01,5.70E+00,1.21E+01,1.21E+00,9.48E+00,-3.76E+01,-1.00E+05,-4.32E+03,-8.61E+01,0.00E+00,0.00E+00,1.02E+02,0.00E+00,1.21E+00,59,0.00E+00,0
75.0701,8.00E-02,1.70E-01,3.35E-06,6.28E-02,-1.74E-01,6.01E+00,1.28E+01,1.21E+00,9.73E+00,-3.83E+01,-1.00E+05,-4.58E+03,-8.81E+01,0.00E+00,0.00E+00,1.01E+02,0.00E+00,1.21E+00,60,0.00E+00,0
78.9259,8.00E-02,1.70E-01,3.50E-06,5.73E-02,-1.58E-01,6.31E+00,1.34E+01,1.21E+00,9.95E+00,-3.89E+01,-1.00E+05,-4.77E+03,-8.99E+01,0.00E+00,0.00E+00,1.00E+02,0.00E+00,1.21E+00,61,0.00E+00,0
80.429,8.00E-02,1.70E-01,1.14E-06,6.19E-02,-1.51E-01,6.43E+00,1.37E+01,1.21E+00,1.00E+01,-3.91E+01,-1.00E+05,-4.87E+03,-9.05E+01,0.00E+00,0.00E+00,9.99E+01,0.00E+00,1.21E+00,62,0.00E+00,0
82.383,8.00E-02,1.70E-01,8.44E-07,5.52E-02,-1.45E-01,6.59E+00,1.40E+01,1.21E+00,1.01E+01,-3.94E+01,-1.00E+05,-5.12E+03,-9.14E+01,0.00E+00,0.00E+00,9.95E+01,0.00E+00,1.21E+00,63,0.00E+00,0
84.9233,8.00E-02,1.70E-01,4.33E-07,5.05E-02,-1.36E-01,6.79E+00,1.44E+01,1.21E+00,1.03E+01,-3.98E+01,-1.00E+05,-5.29E+03,-9.23E+01,0.00E+00,0.00E+00,9.90E+01,0.00E+00,1.21E+00,64,0.00E+00,0
88.2256,8.00E-02,1.70E-01,3.45E-06,4.59E-02,-1.27E-01,7.06E+00,1.50E+01,1.21E+00,1.04E+01,-4.02E+01,-1.00E+05,-5.46E+03,-9.34E+01,0.00E+00,0.00E+00,9.84E+01,0.00E+00,1.21E+00,65,0.00E+00,0
89.7387,8.00E-02,1.70E-01,6.31E-08,4.70E-02,-1.22E-01,7.18E+00,1.53E+01,1.21E+00,1.05E+01,-4.04E+01,-1.00E+05,-5.56E+03,-9.39E+01,0.00E+00,0.00E+00,9.81E+01,0.00E+00,1.21E+00,66,0.00E+00,0
91.7056,8.00E-02,1.70E-01,1.63E-06,4.41E-02,-1.19E-01,7.34E+00,1.56E+01,1.21E+00,1.06E+01,-4.06E+01,-1.00E+05,-5.68E+03,-9.43E+01,0.00E+00,0.00E+00,9.78E+01,0.00E+00,1.21E+00,67,0.00E+00,0
94.2627,8.00E-02,1.70E-01,3.56E-07,4.05E-02,-1.14E-01,7.54E+00,1.60E+01,1.21E+00,1.07E+01,-4.09E+01,-1.00E+05,-5.80E+03,-9.49E+01,0.00E+00,0.00E+00,9.74E+01,0.00E+00,1.21E+00,68,0.00E+00,0
97.4799,8.00E-02,1.70E-01,3.39E-06,3.72E-02,-1.10E-01,7.80E+00,1.66E+01,1.21E+00,1.08E+01,-4.13E+01,-1.00E+05,-5.91E+03,-9.53E+01,0.00E+00,0.00E+00,9.69E+01,0.00E+00,1.21E+00,69,0.00E+00,0
98.9812,8.00E-02,1.70E-01,6.08E-08,3.85E-02,-1.09E-01,7.92E+00,1.68E+01,1.21E+00,1.09E+01,-4.14E+01,-1.00E+05,-5.99E+03,-9.56E+01,0.00E+00,0.00E+00,9.67E+01,0.00E+00,1.21E+00,70,0.00E+00,0
100.933,8.00E-02,1.70E-01,1.63E-06,3.56E-02,-1.08E-01,8.07E+00,1.72E+01,1.21E+00,1.09E+01,-4.16E+01,-1.00E+05,-6.09E+03,-9.59E+01,0.00E+00,0.00E+00,9.64E+01,0.00E+00,1.21E+00,71,0.00E+00,0
103.3164,8.00E-02,1.70E-01,4.16E-07,3.40E-02,-1.07E-01,8.27E+00,1.76E+01,1.21E+00,1.10E+01,-4.19E+01,-1.00E+05,-6.17E+03,-9.63E+01,0.00E+00,0.00E+00,9.61E+01,0.00E+00,1.21E+00,72,0.00E+00,0
106.6531,8.00E-02,1.70E-01,3.09E-06,3.05E-02,-1.05E-01,8.53E+00,1.81E+01,1.21E+00,1.11E+01,-4.22E+01,-1.00E+05,-6.29E+03,-9.70E+01,0.00E+00,0.00E+00,9.56E+01,0.00E+00,1.21E+00,73,0.00E+00,0
108.1361,8.00E-02,1.70E-01,6.26E-08,3.14E-02,-1.04E-01,8.65E+00,1.84E+01,1.21E+00,1.12E+01,-4.24E+01,-1.00E+05,-6.36E+03,-9.73E+01,0.00E+00,0.00E+00,9.54E+01,0.00E+00,1.21E+00,74,0.00E+00,0
110.1134,8.00E-02,1.70E-01,1.56E-06,2.95E-02,-1.03E-01,8.81E+00,1.87E+01,1.21E+00,1.12E+01,-4.26E+01,-1.00E+05,-6.44E+03,-9.77E+01,0.00E+00,0.00E+00,9.52E+01,0.00E+00,1.21E+00,75,0.00E+00,0
112.585,8.00E-02,1.70E-01,4.04E-07,2.82E-02,-1.01E-01,9.01E+00,1.91E+01,1.21E+00,1.13E+01,-4.28E+01,-1.00E+05,-6.50E+03,-9.83E+01,0.00E+00,0.00E+00,9.48E+01,0.00E+00,1.21E+00,76,0.00E+00,0
116.2925,8.00E-02,1.70E-01,1.72E-06,2.53E-02,-9.84E-02,9.30E+00,1.98E+01,1.21E+00,1.14E+01,-4.32E+01,-1.00E+05,-6.65E+03,-9.93E+01,0.00E+00,0.00E+00,9.44E+01,0.00E+00,1.21E+00,77,0.00E+00,0
120,8.00E-02,1.70E-01,2.62E-06,2.39E-02,-9.55E-02,9.60E+00,2.04E+01,1.21E+00,1.15E+01,-4.36E+01,-1.00E+05,-6.69E+03,-1.00E+02,0.00E+00,0.00E+00,9.39E+01,0.00E+00,1.21E+00,78,0.00E+00,0
120.05,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.55E-02,9.58E+00,2.04E+01,1.19E+00,1.15E+01,-4.36E+01,-1.28E+03,-5.04E+03,-1.00E+02,0.00E+00,0.00E+00,9.39E+01,2.20E-02,1.21E+00,79,0.00E+00,0
120.085,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.54E-02,9.56E+00,2.04E+01,1.17E+00,1.15E+01,-4.36E+01,-7.60E+02,-5.03E+03,-1.00E+02,0.00E+00,0.00E+00,9.39E+01,3.74E-02,1.21E+00,80,0.00E+00,0
120.1095,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.54E-02,9.55E+00,2.04E+01,1.16E+00,1.15E+01,-4.36E+01,-6.01E+02,-5.01E+03,-1.00E+02,0.00E+00,0.00E+00,9.40E+01,4.82E-02,1.21E+00,81,0.00E+00,0
120.1413,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.54E-02,9.54E+00,2.04E+01,1.15E+00,1.15E+01,-4.36E+01,-4.68E+02,-4.98E+03,-1.00E+02,0.00E+00,0.00E+00,9.40E+01,6.22E-02,1.21E+00,82,0.00E+00,0
120.1732,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.54E-02,9.52E+00,2.04E+01,1.13E+00,1.15E+01,-4.36E+01,-3.89E+02,-4.94E+03,-1.00E+02,0.00E+00,0.00E+00,9.40E+01,7.62E-02,1.21E+00,83,0.00E+00,0
120.2146,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.53E-02,9.51E+00,2.04E+01,1.11E+00,1.15E+01,-4.36E+01,-3.28E+02,-4.88E+03,-1.00E+02,0.00E+00,0.00E+00,9.40E+01,9.44E-02,1.21E+00,84,0.00E+00,0
120.2684,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.53E-02,9.48E+00,2.04E+01,1.09E+00,1.15E+01,-4.36E+01,-2.76E+02,-4.83E+03,-1.00E+02,0.00E+00,0.00E+00,9.40E+01,1.18E-01,1.21E+00,85,0.00E+00,0
120.3223,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.52E-02,9.46E+00,2.04E+01,1.07E+00,1.15E+01,-4.36E+01,-2.39E+02,-4.81E+03,-1.00E+02,0.00E+00,0.00E+00,9.40E+01,1.42E-01,1.21E+00,86,0.00E+00,0
120.3922,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.52E-02,9.43E+00,2.04E+01,1.04E+00,1.15E+01,-4.36E+01,-2.12E+02,-4.79E+03,-1.00E+02,0.00E+00,0.00E+00,9.41E+01,1.73E-01,1.21E+00,87,0.00E+00,0
120.4622,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.51E-02,9.40E+00,2.04E+01,1.00E+00,1.15E+01,-4.36E+01,-1.89E+02,-4.77E+03,-1.00E+02,0.00E+00,0.00E+00,9.41E+01,2.03E-01,1.21E+00,88,0.00E+00,0
120.5532,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.51E-02,9.36E+00,2.04E+01,9.65E-01,1.15E+01,-4.36E+01,-1.71E+02,-4.74E+03,-1.01E+02,0.00E+00,0.00E+00,9.41E+01,2.43E-01,1.21E+00,89,0.00E+00,0
120.6441,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.50E-02,9.32E+00,2.04E+01,9.25E-01,1.15E+01,-4.36E+01,-1.55E+02,-4.70E+03,-1.01E+02,0.00E+00,0.00E+00,9.41E+01,2.83E-01,1.21E+00,90,0.00E+00,0
120.7624,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.49E-02,9.26E+00,2.04E+01,8.73E-01,1.15E+01,-4.36E+01,-1.43E+02,-4.63E+03,-1.01E+02,0.00E+00,0.00E+00,9.42E+01,3.35E-01,1.21E+00,91,0.00E+00,0
120.8807,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.48E-02,9.21E+00,2.04E+01,8.21E-01,1.15E+01,-4.36E+01,-1.33E+02,-4.58E+03,-1.01E+02,0.00E+00,0.00E+00,9.42E+01,3.87E-01,1.21E+00,92,0.00E+00,0
121.0344,-4.40E-01,0.00E+00,-4.40E-01,0.00E+00,-9.47E-02,9.14E+00,2.04E+01,7.53E-01,1.15E+01,-4.37E+01,-1.22E+02,-4.54E+03,-1.01E+02,0.00E+00,0.00E+00,9.43E+01,4.55E-01,1.21E+00,93,0.00E+00,0
