Time,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot,)    sum(vTop),sum(vRoot,)    sum(vBot,)      hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),TLeve,l Cum(WTrans),SnowLayer
4.8315,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.23E-01,3.87E-01,8.21E-01,3.87E-01,8.21E-01,-4.53E+00,-1.28E+02,-6.19E+01,-5.71E+01,0.00E+00,0.00E+00,1.45E+02,0.00E+00,3.87E-01,14,5.23E-01,0
5.8994,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.19E-01,4.72E-01,1.00E+00,4.72E-01,1.00E+00,-5.52E+00,-1.40E+02,-6.30E+01,-5.71E+01,0.00E+00,0.00E+00,1.44E+02,0.00E+00,4.72E-01,15,1.21E-01,0
6.2565,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.18E-01,5.01E-01,1.06E+00,5.01E-01,1.06E+00,-5.84E+00,-1.44E+02,-6.34E+01,-5.71E+01,0.00E+00,0.00E+00,1.43E+02,0.00E+00,5.01E-01,16,-1.28E-02,0
6.7207,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.17E-01,5.38E-01,1.14E+00,5.38E-01,1.14E+00,-6.27E+00,-1.50E+02,-6.39E+01,-5.71E+01,0.00E+00,0.00E+00,1.42E+02,0.00E+00,5.38E-01,17,-1.80E-01,0
7.3241,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.14E-01,5.86E-01,1.25E+00,5.86E-01,1.25E+00,-6.82E+00,-1.59E+02,-6.46E+01,-5.72E+01,0.00E+00,0.00E+00,1.42E+02,0.00E+00,5.86E-01,18,-4.04E-01,0
8.1086,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.10E-01,6.49E-01,1.38E+00,6.49E-01,1.38E+00,-7.53E+00,-1.72E+02,-6.56E+01,-5.72E+01,0.00E+00,0.00E+00,1.41E+02,0.00E+00,6.49E-01,19,-6.33E-01,0
8.4485,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.08E-01,6.76E-01,1.44E+00,6.76E-01,1.44E+00,-7.84E+00,-1.78E+02,-6.60E+01,-5.72E+01,0.00E+00,0.00E+00,1.40E+02,0.00E+00,6.76E-01,20,-7.30E-01,0
8.8904,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.06E-01,7.11E-01,1.51E+00,7.11E-01,1.51E+00,-8.24E+00,-1.86E+02,-6.66E+01,-5.73E+01,0.00E+00,0.00E+00,1.40E+02,0.00E+00,7.11E-01,21,-8.67E-01,0
9.4649,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-9.02E-01,7.57E-01,1.61E+00,7.57E-01,1.61E+00,-8.76E+00,-1.98E+02,-6.73E+01,-5.73E+01,0.00E+00,0.00E+00,1.39E+02,0.00E+00,7.57E-01,22,-1.07E+00,0
10.2118,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.97E-01,8.17E-01,1.74E+00,8.17E-01,1.74E+00,-9.43E+00,-2.19E+02,-6.83E+01,-5.74E+01,0.00E+00,0.00E+00,1.38E+02,0.00E+00,8.17E-01,23,-1.30E+00,0
11.1826,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.88E-01,8.95E-01,1.90E+00,8.95E-01,1.90E+00,-1.03E+01,-2.49E+02,-6.96E+01,-5.75E+01,0.00E+00,0.00E+00,1.37E+02,0.00E+00,8.95E-01,24,-1.57E+00,0
12.2861,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.76E-01,9.83E-01,2.09E+00,9.83E-01,2.09E+00,-1.13E+01,-2.91E+02,-7.12E+01,-5.77E+01,0.00E+00,0.00E+00,1.36E+02,0.00E+00,9.83E-01,25,-1.93E+00,0
12.6584,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.71E-01,1.01E+00,2.15E+00,1.01E+00,2.15E+00,-1.16E+01,-3.06E+02,-7.17E+01,-5.77E+01,0.00E+00,0.00E+00,1.35E+02,0.00E+00,1.01E+00,26,-2.06E+00,0
13.1425,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.66E-01,1.05E+00,2.23E+00,1.05E+00,2.23E+00,-1.20E+01,-3.33E+02,-7.24E+01,-5.78E+01,0.00E+00,0.00E+00,1.35E+02,0.00E+00,1.05E+00,27,-2.23E+00,0
13.7717,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.58E-01,1.10E+00,2.34E+00,1.10E+00,2.34E+00,-1.25E+01,-3.74E+02,-7.33E+01,-5.79E+01,0.00E+00,0.00E+00,1.34E+02,0.00E+00,1.10E+00,28,-2.45E+00,0
14.5897,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.45E-01,1.17E+00,2.48E+00,1.17E+00,2.48E+00,-1.32E+01,-4.54E+02,-7.48E+01,-5.81E+01,0.00E+00,0.00E+00,1.33E+02,0.00E+00,1.17E+00,29,-2.68E+00,0
14.9442,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.39E-01,1.20E+00,2.54E+00,1.20E+00,2.54E+00,-1.35E+01,-4.92E+02,-7.55E+01,-5.81E+01,0.00E+00,0.00E+00,1.32E+02,0.00E+00,1.20E+00,30,-2.77E+00,0
15.405,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.32E-01,1.23E+00,2.62E+00,1.23E+00,2.62E+00,-1.39E+01,-5.53E+02,-7.65E+01,-5.82E+01,0.00E+00,0.00E+00,1.32E+02,0.00E+00,1.23E+00,31,-2.91E+00,0
16.0041,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.22E-01,1.28E+00,2.72E+00,1.28E+00,2.72E+00,-1.44E+01,-6.40E+02,-7.77E+01,-5.84E+01,0.00E+00,0.00E+00,1.31E+02,0.00E+00,1.28E+00,32,-3.12E+00,0
16.7829,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.08E-01,1.34E+00,2.85E+00,1.34E+00,2.85E+00,-1.50E+01,-8.49E+02,-8.00E+01,-5.86E+01,0.00E+00,0.00E+00,1.30E+02,0.00E+00,1.34E+00,33,-3.33E+00,0
17.1204,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-8.01E-01,1.37E+00,2.91E+00,1.37E+00,2.91E+00,-1.53E+01,-9.72E+02,-8.12E+01,-5.86E+01,0.00E+00,0.00E+00,1.30E+02,0.00E+00,1.37E+00,34,-3.42E+00,0
17.5591,8.00E-02,1.70E-01,8.00E-02,1.70E-01,-7.94E-01,1.40E+00,2.99E+00,1.40E+00,2.99E+00,-1.57E+01,-1.14E+03,-8.27E+01,-5.87E+01,0.00E+00,0.00E+00,1.29E+02,0.00E+00,1.40E+00,35,-3.54E+00,0
18.1294,8.00E-02,1.70E-01,8.01E-02,1.70E-01,-7.83E-01,1.45E+00,3.08E+00,1.45E+00,3.08E+00,-1.61E+01,-1.42E+03,-8.51E+01,-5.89E+01,0.00E+00,0.00E+00,1.29E+02,0.00E+00,1.45E+00,36,-3.72E+00,0
18.8708,8.00E-02,1.70E-01,8.02E-02,1.70E-01,-7.71E-01,1.51E+00,3.21E+00,1.51E+00,3.21E+00,-1.67E+01,-2.18E+03,-9.05E+01,-5.91E+01,0.00E+00,0.00E+00,1.28E+02,0.00E+00,1.51E+00,37,-3.92E+00,0
19.118,8.00E-02,1.70E-01,8.01E-02,1.70E-01,-7.64E-01,1.53E+00,3.25E+00,1.53E+00,3.25E+00,-1.69E+01,-2.53E+03,-9.29E+01,-5.91E+01,0.00E+00,0.00E+00,1.28E+02,0.00E+00,1.53E+00,38,-4.00E+00,0
19.4393,8.00E-02,1.70E-01,8.01E-02,1.69E-01,-7.59E-01,1.56E+00,3.30E+00,1.56E+00,3.30E+00,-1.71E+01,-3.07E+03,-9.65E+01,-5.92E+01,0.00E+00,0.00E+00,1.27E+02,0.00E+00,1.56E+00,39,-4.07E+00,0
19.8569,8.00E-02,1.70E-01,8.03E-02,1.69E-01,-7.52E-01,1.59E+00,3.38E+00,1.59E+00,3.37E+00,-1.74E+01,-4.03E+03,-1.03E+02,-5.93E+01,0.00E+00,0.00E+00,1.27E+02,0.00E+00,1.59E+00,40,-4.19E+00,0
20.3999,8.00E-02,1.70E-01,8.06E-02,1.69E-01,-7.46E-01,1.63E+00,3.47E+00,1.63E+00,3.47E+00,-1.78E+01,-6.36E+03,-1.17E+02,-5.94E+01,0.00E+00,0.00E+00,1.26E+02,0.00E+00,1.63E+00,41,-4.35E+00,0
21.1058,8.00E-02,1.70E-01,8.04E-02,1.68E-01,-7.35E-01,1.69E+00,3.59E+00,1.69E+00,3.58E+00,-1.83E+01,-1.06E+04,-1.42E+02,-5.95E+01,0.00E+00,0.00E+00,1.26E+02,0.00E+00,1.69E+00,42,-4.55E+00,0
22.0234,8.00E-02,1.70E-01,8.00E-02,1.68E-01,-7.26E-01,1.76E+00,3.74E+00,1.76E+00,3.74E+00,-1.90E+01,-2.62E+04,-2.31E+02,-5.96E+01,0.00E+00,0.00E+00,1.25E+02,0.00E+00,1.76E+00,43,-4.77E+00,0
22.941,8.00E-02,1.70E-01,8.00E-02,1.68E-01,-7.13E-01,1.84E+00,3.90E+00,1.84E+00,3.89E+00,-1.97E+01,-7.35E+04,-4.98E+02,-5.98E+01,0.00E+00,0.00E+00,1.24E+02,0.00E+00,1.84E+00,44,-5.06E+00,0
23.3387,8.00E-02,1.70E-01,6.40E-02,1.68E-01,-7.11E-01,1.87E+00,3.97E+00,1.86E+00,3.96E+00,-1.99E+01,-1.00E+05,-6.48E+02,-5.98E+01,0.00E+00,0.00E+00,1.23E+02,0.00E+00,1.86E+00,45,-5.15E+00,0
23.7363,8.00E-02,1.70E-01,5.44E-02,1.68E-01,-7.08E-01,1.90E+00,4.04E+00,1.88E+00,4.03E+00,-2.02E+01,-1.00E+05,-6.48E+02,-5.99E+01,0.00E+00,0.00E+00,1.23E+02,0.00E+00,1.88E+00,46,-5.27E+00,0
24.134,8.00E-02,1.70E-01,4.67E-02,1.68E-01,-7.06E-01,1.93E+00,4.10E+00,1.90E+00,4.09E+00,-2.05E+01,-1.00E+05,-6.49E+02,-5.99E+01,0.00E+00,0.00E+00,1.23E+02,0.00E+00,1.90E+00,47,-5.39E+00,0
24.6509,8.00E-02,1.70E-01,4.38E-02,1.68E-01,-7.03E-01,1.97E+00,4.19E+00,1.92E+00,4.18E+00,-2.09E+01,-1.00E+05,-6.50E+02,-6.00E+01,0.00E+00,0.00E+00,1.22E+02,0.00E+00,1.92E+00,48,-5.55E+00,0
25.3229,8.00E-02,1.70E-01,3.78E-02,1.68E-01,-7.00E-01,2.03E+00,4.30E+00,1.95E+00,4.29E+00,-2.13E+01,-1.00E+05,-6.51E+02,-6.01E+01,0.00E+00,0.00E+00,1.22E+02,0.00E+00,1.95E+00,49,-5.73E+00,0
26.1965,8.00E-02,1.70E-01,3.23E-02,1.68E-01,-6.96E-01,2.10E+00,4.45E+00,1.98E+00,4.44E+00,-2.20E+01,-1.00E+05,-6.52E+02,-6.02E+01,0.00E+00,0.00E+00,1.21E+02,0.00E+00,1.98E+00,50,-5.92E+00,0
27.3322,8.00E-02,1.70E-01,2.51E-02,1.68E-01,-6.89E-01,2.19E+00,4.65E+00,2.01E+00,4.63E+00,-2.27E+01,-1.00E+05,-6.54E+02,-6.05E+01,0.00E+00,0.00E+00,1.20E+02,0.00E+00,2.01E+00,51,-6.17E+00,0
28.4679,8.00E-02,1.70E-01,2.51E-02,1.68E-01,-6.81E-01,2.28E+00,4.84E+00,2.04E+00,4.82E+00,-2.35E+01,-1.00E+05,-6.56E+02,-6.08E+01,0.00E+00,0.00E+00,1.19E+02,0.00E+00,2.04E+00,52,-6.50E+00,0
28.7329,8.00E-02,1.70E-01,2.15E-02,1.68E-01,-6.80E-01,2.30E+00,4.88E+00,2.04E+00,4.87E+00,-2.37E+01,-1.00E+05,-6.56E+02,-6.08E+01,0.00E+00,0.00E+00,1.18E+02,0.00E+00,2.04E+00,53,-6.60E+00,0
29.0774,8.00E-02,1.70E-01,2.02E-02,1.68E-01,-6.78E-01,2.33E+00,4.94E+00,2.05E+00,4.92E+00,-2.39E+01,-1.00E+05,-6.57E+02,-6.09E+01,0.00E+00,0.00E+00,1.18E+02,0.00E+00,2.05E+00,54,-6.68E+00,0
29.5252,8.00E-02,1.70E-01,1.96E-02,1.68E-01,-6.74E-01,2.36E+00,5.02E+00,2.06E+00,5.00E+00,-2.42E+01,-1.00E+05,-6.57E+02,-6.10E+01,0.00E+00,0.00E+00,1.18E+02,0.00E+00,2.06E+00,55,-6.80E+00,0
30.1074,8.00E-02,1.70E-01,1.82E-02,1.68E-01,-6.70E-01,2.41E+00,5.12E+00,2.07E+00,5.10E+00,-2.46E+01,-1.00E+05,-6.58E+02,-6.12E+01,0.00E+00,0.00E+00,1.17E+02,0.00E+00,2.07E+00,56,-6.96E+00,0
30.8643,8.00E-02,1.70E-01,1.73E-02,1.68E-01,-6.63E-01,2.47E+00,5.25E+00,2.08E+00,5.23E+00,-2.51E+01,-1.00E+05,-6.59E+02,-6.15E+01,0.00E+00,0.00E+00,1.16E+02,0.00E+00,2.08E+00,57,-7.13E+00,0
31.8482,8.00E-02,1.70E-01,1.62E-02,1.68E-01,-6.53E-01,2.55E+00,5.41E+00,2.10E+00,5.39E+00,-2.58E+01,-1.00E+05,-6.61E+02,-6.18E+01,0.00E+00,0.00E+00,1.16E+02,0.00E+00,2.10E+00,58,-7.33E+00,0
33.1273,8.00E-02,1.70E-01,1.47E-02,1.68E-01,-6.38E-01,2.65E+00,5.63E+00,2.12E+00,5.61E+00,-2.66E+01,-1.00E+05,-6.62E+02,-6.24E+01,0.00E+00,0.00E+00,1.15E+02,0.00E+00,2.12E+00,59,-7.60E+00,0
34.5805,8.00E-02,1.70E-01,1.30E-02,1.68E-01,-6.19E-01,2.77E+00,5.88E+00,2.13E+00,5.85E+00,-2.75E+01,-1.00E+05,-6.64E+02,-6.31E+01,0.00E+00,0.00E+00,1.13E+02,0.00E+00,2.13E+00,60,-7.93E+00,0
36.0684,8.00E-02,1.70E-01,1.15E-02,1.68E-01,-5.99E-01,2.89E+00,6.13E+00,2.15E+00,6.10E+00,-2.84E+01,-1.00E+05,-6.66E+02,-6.38E+01,0.00E+00,0.00E+00,1.12E+02,0.00E+00,2.15E+00,61,-8.31E+00,0
37.5955,8.00E-02,1.70E-01,9.68E-03,1.68E-01,-5.77E-01,3.01E+00,6.39E+00,2.17E+00,6.36E+00,-2.92E+01,-1.00E+05,-6.68E+02,-6.47E+01,0.00E+00,0.00E+00,1.11E+02,0.00E+00,2.17E+00,62,-8.68E+00,0
39.1679,8.00E-02,1.70E-01,7.71E-03,1.68E-01,-5.53E-01,3.13E+00,6.66E+00,2.18E+00,6.62E+00,-3.01E+01,-1.00E+05,-6.70E+02,-6.55E+01,0.00E+00,0.00E+00,1.10E+02,0.00E+00,2.18E+00,63,-9.05E+00,0
40.7944,8.00E-02,1.70E-01,6.60E-03,1.68E-01,-5.27E-01,3.26E+00,6.94E+00,2.19E+00,6.89E+00,-3.10E+01,-1.00E+05,-6.72E+02,-6.65E+01,0.00E+00,0.00E+00,1.09E+02,0.00E+00,2.19E+00,64,-9.42E+00,0
42.4208,8.00E-02,1.70E-01,6.19E-03,1.68E-01,-5.01E-01,3.39E+00,7.21E+00,2.20E+00,7.17E+00,-3.18E+01,-1.00E+05,-6.74E+02,-6.74E+01,0.00E+00,0.00E+00,1.08E+02,0.00E+00,2.20E+00,65,-9.79E+00,0
44.1796,8.00E-02,1.70E-01,5.99E-03,1.68E-01,-4.72E-01,3.53E+00,7.51E+00,2.21E+00,7.46E+00,-3.26E+01,-1.00E+05,-6.76E+02,-6.85E+01,0.00E+00,0.00E+00,1.07E+02,0.00E+00,2.21E+00,66,-1.01E+01,0
46.0255,8.00E-02,1.70E-01,5.35E-03,1.68E-01,-4.43E-01,3.68E+00,7.82E+00,2.22E+00,7.77E+00,-3.34E+01,-1.00E+05,-6.78E+02,-6.96E+01,0.00E+00,0.00E+00,1.05E+02,0.00E+00,2.22E+00,67,-1.05E+01,0
47.9683,8.00E-02,1.70E-01,4.62E-03,1.68E-01,-4.14E-01,3.84E+00,8.15E+00,2.23E+00,8.10E+00,-3.42E+01,-1.00E+05,-6.81E+02,-7.07E+01,0.00E+00,0.00E+00,1.04E+02,0.00E+00,2.23E+00,68,-1.09E+01,0
50.0226,8.00E-02,1.70E-01,3.81E-03,1.68E-01,-3.87E-01,4.00E+00,8.50E+00,2.24E+00,8.44E+00,-3.50E+01,-1.00E+05,-6.84E+02,-7.17E+01,0.00E+00,0.00E+00,1.03E+02,0.00E+00,2.24E+00,69,-1.12E+01,0
52.199,8.00E-02,1.70E-01,2.92E-03,1.68E-01,-3.61E-01,4.18E+00,8.87E+00,2.24E+00,8.81E+00,-3.58E+01,-1.00E+05,-6.86E+02,-7.27E+01,0.00E+00,0.00E+00,1.02E+02,0.00E+00,2.24E+00,70,-1.16E+01,0
52.9657,8.00E-02,1.70E-01,2.75E-03,1.68E-01,-3.50E-01,4.24E+00,9.00E+00,2.24E+00,8.94E+00,-3.61E+01,-1.00E+05,-6.88E+02,-7.31E+01,0.00E+00,0.00E+00,1.01E+02,0.00E+00,2.24E+00,71,-1.17E+01,0
53.9625,8.00E-02,1.70E-01,2.40E-03,1.68E-01,-3.42E-01,4.32E+00,9.17E+00,2.25E+00,9.10E+00,-3.64E+01,-1.00E+05,-6.89E+02,-7.34E+01,0.00E+00,0.00E+00,1.01E+02,0.00E+00,2.25E+00,72,-1.19E+01,0
55.2583,8.00E-02,1.70E-01,2.10E-03,1.68E-01,-3.27E-01,4.42E+00,9.39E+00,2.25E+00,9.32E+00,-3.69E+01,-1.00E+05,-6.91E+02,-7.40E+01,0.00E+00,0.00E+00,1.00E+02,0.00E+00,2.25E+00,73,-1.21E+01,0
56.9429,8.00E-02,1.70E-01,1.78E-03,1.68E-01,-3.14E-01,4.56E+00,9.68E+00,2.25E+00,9.60E+00,-3.74E+01,-1.00E+05,-6.94E+02,-7.46E+01,0.00E+00,0.00E+00,9.94E+01,0.00E+00,2.25E+00,74,-1.23E+01,0
59.1328,8.00E-02,1.70E-01,1.43E-03,1.68E-01,-2.98E-01,4.73E+00,1.01E+01,2.26E+00,9.97E+00,-3.80E+01,-1.00E+05,-6.97E+02,-7.50E+01,0.00E+00,0.00E+00,9.83E+01,0.00E+00,2.26E+00,75,-1.26E+01,0
61.8409,8.00E-02,1.70E-01,9.58E-04,1.68E-01,-2.82E-01,4.95E+00,1.05E+01,2.26E+00,1.04E+01,-3.88E+01,-1.00E+05,-7.02E+02,-7.56E+01,0.00E+00,0.00E+00,9.71E+01,0.00E+00,2.26E+00,76,-1.29E+01,0
64.6806,8.00E-02,1.70E-01,6.15E-04,1.67E-01,-2.77E-01,5.17E+00,1.10E+01,2.26E+00,1.09E+01,-3.96E+01,-1.00E+05,-7.07E+02,-7.64E+01,0.00E+00,0.00E+00,9.59E+01,0.00E+00,2.26E+00,77,-1.33E+01,0
67.5573,8.00E-02,1.70E-01,4.17E-04,1.67E-01,-2.69E-01,5.40E+00,1.15E+01,2.26E+00,1.14E+01,-4.04E+01,-1.00E+05,-7.13E+02,-7.72E+01,0.00E+00,0.00E+00,9.46E+01,0.00E+00,2.26E+00,78,-1.37E+01,0
70.4974,8.00E-02,1.70E-01,2.27E-04,1.67E-01,-2.60E-01,5.64E+00,1.20E+01,2.26E+00,1.19E+01,-4.11E+01,-1.00E+05,-7.20E+02,-7.83E+01,0.00E+00,0.00E+00,9.33E+01,0.00E+00,2.26E+00,79,-1.41E+01,0
73.513,8.00E-02,1.70E-01,1.37E-04,1.66E-01,-2.50E-01,5.88E+00,1.25E+01,2.26E+00,1.24E+01,-4.19E+01,-1.00E+05,-7.27E+02,-7.93E+01,0.00E+00,0.00E+00,9.21E+01,0.00E+00,2.26E+00,80,-1.45E+01,0
76.6198,8.00E-02,1.70E-01,8.35E-05,1.66E-01,-2.40E-01,6.13E+00,1.30E+01,2.26E+00,1.29E+01,-4.26E+01,-1.00E+05,-7.35E+02,-8.06E+01,0.00E+00,0.00E+00,9.08E+01,0.00E+00,2.26E+00,81,-1.49E+01,0
79.8342,8.00E-02,1.70E-01,5.37E-05,1.66E-01,-2.28E-01,6.39E+00,1.36E+01,2.26E+00,1.34E+01,-4.34E+01,-1.00E+05,-7.44E+02,-8.19E+01,0.00E+00,0.00E+00,8.96E+01,0.00E+00,2.26E+00,82,-1.53E+01,0
83.1775,8.00E-02,1.70E-01,2.86E-05,1.65E-01,-2.15E-01,6.65E+00,1.41E+01,2.26E+00,1.40E+01,-4.41E+01,-1.00E+05,-7.54E+02,-8.33E+01,0.00E+00,0.00E+00,8.83E+01,0.00E+00,2.26E+00,83,-1.57E+01,0
86.6737,8.00E-02,1.70E-01,1.96E-05,1.65E-01,-2.02E-01,6.93E+00,1.47E+01,2.26E+00,1.46E+01,-4.48E+01,-1.00E+05,-7.65E+02,-8.48E+01,0.00E+00,0.00E+00,8.70E+01,0.00E+00,2.26E+00,84,-1.61E+01,0
90.3529,8.00E-02,1.70E-01,1.03E-05,1.65E-01,-1.88E-01,7.23E+00,1.54E+01,2.26E+00,1.52E+01,-4.55E+01,-1.00E+05,-7.78E+02,-8.63E+01,0.00E+00,0.00E+00,8.57E+01,0.00E+00,2.26E+00,85,-1.66E+01,0
91.5882,8.00E-02,1.70E-01,9.62E-06,1.65E-01,-1.84E-01,7.33E+00,1.56E+01,2.26E+00,1.54E+01,-4.57E+01,-1.00E+05,-7.82E+02,-8.69E+01,0.00E+00,0.00E+00,8.50E+01,0.00E+00,2.26E+00,86,-1.67E+01,0
93.1941,8.00E-02,1.70E-01,3.89E-06,1.65E-01,-1.79E-01,7.46E+00,1.58E+01,2.26E+00,1.56E+01,-4.60E+01,-1.00E+05,-7.92E+02,-8.74E+01,0.00E+00,0.00E+00,8.44E+01,0.00E+00,2.26E+00,87,-1.69E+01,0
95.2817,8.00E-02,1.70E-01,3.50E-06,1.64E-01,-1.71E-01,7.62E+00,1.62E+01,2.26E+00,1.60E+01,-4.63E+01,-1.00E+05,-8.02E+02,-8.83E+01,0.00E+00,0.00E+00,8.37E+01,0.00E+00,2.26E+00,88,-1.71E+01,0
98.0282,8.00E-02,1.70E-01,5.54E-06,1.64E-01,-1.60E-01,7.84E+00,1.67E+01,2.26E+00,1.64E+01,-4.68E+01,-1.00E+05,-8.09E+02,-8.95E+01,0.00E+00,0.00E+00,8.28E+01,0.00E+00,2.26E+00,89,-1.73E+01,0
101.6902,8.00E-02,1.70E-01,2.64E-06,1.63E-01,-1.48E-01,8.14E+00,1.73E+01,2.26E+00,1.70E+01,-4.73E+01,-1.00E+05,-8.38E+02,-9.09E+01,0.00E+00,0.00E+00,8.17E+01,0.00E+00,2.26E+00,90,-1.76E+01,0
104.3058,8.00E-02,1.70E-01,6.71E-07,1.63E-01,-1.42E-01,8.34E+00,1.77E+01,2.26E+00,1.74E+01,-4.77E+01,-1.00E+05,-8.36E+02,-9.16E+01,0.00E+00,0.00E+00,8.09E+01,0.00E+00,2.26E+00,91,-1.80E+01,0
107.4447,8.00E-02,1.70E-01,2.19E-06,1.62E-01,-1.33E-01,8.60E+00,1.83E+01,2.26E+00,1.79E+01,-4.81E+01,-1.00E+05,-8.65E+02,-9.26E+01,0.00E+00,0.00E+00,8.00E+01,0.00E+00,2.26E+00,92,-1.82E+01,0
